dataset,width,height,aspect,min_side,mode
DTD,600,597,1.005,597,RGB
DTD,367,354,1.037,354,RGB
DTD,438,428,1.023,428,RGB
DTD,400,320,1.25,320,RGB
DTD,489,388,1.26,388,RGB
DTD,504,399,1.263,399,RGB
DTD,330,499,0.661,330,RGB
DTD,433,449,0.964,433,RGB
DTD,425,316,1.345,316,RGB
DTD,570,570,1.0,570,RGB
DTD,386,328,1.177,328,RGB
DTD,438,421,1.04,421,RGB
DTD,640,480,1.333,480,RGB
DTD,597,409,1.46,409,RGB
DTD,530,640,0.828,530,RGB
DTD,500,418,1.196,418,RGB
DTD,480,640,0.75,480,RGB
DTD,640,640,1.0,640,RGB
DTD,640,480,1.333,480,RGB
DTD,433,305,1.42,305,RGB
DTD,544,331,1.644,331,RGB
DTD,486,368,1.321,368,RGB
DTD,310,313,0.99,310,RGB
DTD,438,358,1.223,358,RGB
DTD,640,640,1.0,640,RGB
DTD,500,375,1.333,375,RGB
DTD,377,444,0.849,377,RGB
DTD,640,459,1.394,459,RGB
DTD,639,582,1.098,582,RGB
DTD,311,321,0.969,311,RGB
DTD,600,450,1.333,450,RGB
DTD,600,450,1.333,450,RGB
DTD,418,314,1.331,314,RGB
DTD,452,639,0.707,452,RGB
DTD,640,480,1.333,480,RGB
DTD,445,450,0.989,445,RGB
DTD,624,479,1.303,479,RGB
DTD,617,640,0.964,617,RGB
DTD,640,496,1.29,496,RGB
DTD,500,500,1.0,500,RGB
DTD,555,473,1.173,473,RGB
DTD,300,564,0.532,300,RGB
DTD,310,383,0.809,310,RGB
DTD,500,375,1.333,375,RGB
DTD,578,640,0.903,578,RGB
DTD,300,618,0.485,300,RGB
DTD,450,337,1.335,337,RGB
DTD,640,480,1.333,480,RGB
DTD,514,551,0.933,514,RGB
DTD,363,364,0.997,363,RGB
DTD,541,599,0.903,541,RGB
DTD,639,517,1.236,517,RGB
DTD,320,340,0.941,320,RGB
DTD,640,480,1.333,480,RGB
DTD,640,480,1.333,480,RGB
DTD,400,400,1.0,400,RGB
DTD,400,300,1.333,300,RGB
DTD,640,556,1.151,556,RGB
DTD,452,450,1.004,450,RGB
DTD,355,331,1.073,331,RGB
DTD,400,300,1.333,300,RGB
DTD,450,428,1.051,428,RGB
DTD,550,550,1.0,550,RGB
DTD,505,568,0.889,505,RGB
DTD,300,362,0.829,300,RGB
DTD,640,410,1.561,410,RGB
DTD,486,543,0.895,486,RGB
DTD,394,343,1.149,343,RGB
DTD,546,307,1.779,307,RGB
DTD,397,400,0.993,397,RGB
DTD,515,397,1.297,397,RGB
DTD,388,400,0.97,388,RGB
DTD,640,352,1.818,352,RGB
DTD,509,477,1.067,477,RGB
DTD,331,338,0.979,331,RGB
DTD,328,381,0.861,328,RGB
DTD,411,310,1.326,310,RGB
DTD,609,640,0.952,609,RGB
DTD,600,438,1.37,438,RGB
DTD,354,493,0.718,354,RGB
DTD,640,497,1.288,497,RGB
DTD,354,426,0.831,354,RGB
DTD,640,525,1.219,525,RGB
DTD,639,408,1.566,408,RGB
DTD,310,333,0.931,310,RGB
DTD,527,418,1.261,418,RGB
DTD,480,319,1.505,319,RGB
DTD,538,394,1.365,394,RGB
DTD,384,310,1.239,310,RGB
DTD,639,459,1.392,459,RGB
DTD,634,640,0.991,634,RGB
DTD,640,640,1.0,640,RGB
DTD,415,374,1.11,374,RGB
DTD,626,640,0.978,626,RGB
DTD,640,561,1.141,561,RGB
DTD,362,340,1.065,340,RGB
DTD,610,578,1.055,578,RGB
DTD,465,426,1.092,426,RGB
DTD,500,463,1.08,463,RGB
DTD,639,425,1.504,425,RGB
DTD,640,463,1.382,463,RGB
DTD,408,528,0.773,408,RGB
DTD,364,442,0.824,364,RGB
DTD,640,480,1.333,480,RGB
DTD,342,300,1.14,300,RGB
DTD,620,562,1.103,562,RGB
DTD,500,375,1.333,375,RGB
DTD,315,325,0.969,315,RGB
DTD,497,500,0.994,497,RGB
DTD,661,527,1.254,527,RGB
DTD,640,480,1.333,480,RGB
DTD,320,480,0.667,320,RGB
DTD,640,427,1.499,427,RGB
DTD,640,607,1.054,607,RGB
DTD,640,398,1.608,398,RGB
DTD,489,639,0.765,489,RGB
DTD,640,446,1.435,446,RGB
DTD,346,370,0.935,346,RGB
DTD,640,480,1.333,480,RGB
DTD,437,425,1.028,425,RGB
DTD,500,500,1.0,500,RGB
DTD,512,512,1.0,512,RGB
DTD,450,515,0.874,450,RGB
DTD,640,360,1.778,360,RGB
DTD,371,310,1.197,310,RGB
DTD,620,550,1.127,550,RGB
DTD,359,374,0.96,359,RGB
DTD,342,392,0.872,342,RGB
DTD,415,301,1.379,301,RGB
DTD,598,640,0.934,598,RGB
DTD,639,479,1.334,479,RGB
DTD,640,493,1.298,493,RGB
DTD,358,354,1.011,354,RGB
DTD,640,512,1.25,512,RGB
DTD,447,310,1.442,310,RGB
DTD,600,469,1.279,469,RGB
DTD,480,320,1.5,320,RGB
DTD,308,300,1.027,300,RGB
DTD,377,315,1.197,315,RGB
DTD,489,600,0.815,489,RGB
DTD,640,360,1.778,360,RGB
DTD,626,417,1.501,417,RGB
DTD,579,526,1.101,526,RGB
DTD,580,320,1.812,320,RGB
DTD,600,300,2.0,300,RGB
DTD,387,310,1.248,310,RGB
DTD,521,640,0.814,521,RGB
DTD,429,401,1.07,401,RGB
DTD,443,639,0.693,443,RGB
DTD,640,427,1.499,427,RGB
DTD,366,357,1.025,357,RGB
DTD,345,300,1.15,300,RGB
DTD,359,359,1.0,359,RGB
DTD,499,458,1.09,458,RGB
DTD,355,338,1.05,338,RGB
DTD,562,535,1.05,535,RGB
DTD,375,500,0.75,375,RGB
DTD,480,319,1.505,319,RGB
DTD,434,353,1.229,353,RGB
DTD,472,413,1.143,413,RGB
DTD,486,402,1.209,402,RGB
DTD,454,600,0.757,454,RGB
DTD,368,320,1.15,320,RGB
DTD,333,310,1.074,310,RGB
DTD,387,351,1.103,351,RGB
DTD,333,500,0.666,333,RGB
DTD,319,421,0.758,319,RGB
DTD,640,480,1.333,480,RGB
DTD,429,433,0.991,429,RGB
DTD,640,480,1.333,480,RGB
DTD,323,354,0.912,323,RGB
DTD,430,568,0.757,430,RGB
DTD,637,573,1.112,573,RGB
DTD,625,467,1.338,467,RGB
DTD,399,348,1.147,348,RGB
DTD,374,305,1.226,305,RGB
DTD,640,567,1.129,567,RGB
DTD,588,441,1.333,441,RGB
DTD,493,304,1.622,304,RGB
DTD,600,466,1.288,466,RGB
DTD,500,375,1.333,375,RGB
DTD,640,480,1.333,480,RGB
DTD,500,375,1.333,375,RGB
DTD,532,640,0.831,532,RGB
DTD,485,355,1.366,355,RGB
DTD,309,315,0.981,309,RGB
DTD,469,352,1.332,352,RGB
DTD,640,506,1.265,506,RGB
DTD,485,465,1.043,465,RGB
DTD,450,428,1.051,428,RGB
DTD,485,364,1.332,364,RGB
DTD,311,475,0.655,311,RGB
DTD,500,375,1.333,375,RGB
DTD,610,565,1.08,565,RGB
DTD,600,537,1.117,537,RGB
DTD,365,320,1.141,320,RGB
DTD,424,502,0.845,424,RGB
DTD,639,426,1.5,426,RGB
DTD,622,562,1.107,562,RGB
DTD,560,456,1.228,456,RGB
DTD,640,565,1.133,565,RGB
DTD,474,640,0.741,474,RGB
DTD,640,640,1.0,640,RGB
DTD,320,480,0.667,320,RGB
DTD,588,441,1.333,441,RGB
DTD,320,381,0.84,320,RGB
DTD,640,480,1.333,480,RGB
DTD,374,368,1.016,368,RGB
DTD,640,480,1.333,480,RGB
DTD,640,480,1.333,480,RGB
DTD,359,427,0.841,359,RGB
DTD,540,332,1.627,332,RGB
DTD,640,480,1.333,480,RGB
DTD,391,302,1.295,302,RGB
DTD,632,640,0.988,632,RGB
DTD,548,640,0.856,548,RGB
DTD,533,414,1.287,414,RGB
DTD,510,400,1.275,400,RGB
DTD,310,350,0.886,310,RGB
DTD,640,427,1.499,427,RGB
DTD,321,363,0.884,321,RGB
DTD,479,639,0.75,479,RGB
DTD,360,360,1.0,360,RGB
DTD,568,397,1.431,397,RGB
DTD,640,466,1.373,466,RGB
DTD,640,540,1.185,540,RGB
DTD,640,400,1.6,400,RGB
DTD,550,367,1.499,367,RGB
DTD,605,550,1.1,550,RGB
DTD,300,300,1.0,300,RGB
DTD,405,330,1.227,330,RGB
DTD,487,529,0.921,487,RGB
DTD,320,320,1.0,320,RGB
DTD,426,639,0.667,426,RGB
DTD,514,640,0.803,514,RGB
DTD,640,440,1.455,440,RGB
DTD,350,323,1.084,323,RGB
DTD,314,316,0.994,314,RGB
DTD,640,489,1.309,489,RGB
DTD,322,480,0.671,322,RGB
DTD,537,379,1.417,379,RGB
DTD,410,518,0.792,410,RGB
DTD,498,639,0.779,498,RGB
DTD,640,640,1.0,640,RGB
DTD,300,300,1.0,300,RGB
DTD,640,582,1.1,582,RGB
DTD,387,321,1.206,321,RGB
DTD,459,474,0.968,459,RGB
DTD,348,322,1.081,322,RGB
DTD,415,311,1.334,311,RGB
DTD,430,392,1.097,392,RGB
DTD,600,492,1.22,492,RGB
DTD,310,317,0.978,310,RGB
DTD,638,581,1.098,581,RGB
DTD,450,446,1.009,446,RGB
DTD,311,318,0.978,311,RGB
DTD,504,383,1.316,383,RGB
DTD,608,376,1.617,376,RGB
DTD,375,340,1.103,340,RGB
DTD,350,350,1.0,350,RGB
DTD,369,326,1.132,326,RGB
DTD,620,556,1.115,556,RGB
DTD,460,639,0.72,460,RGB
DTD,500,375,1.333,375,RGB
DTD,419,360,1.164,360,RGB
DTD,640,556,1.151,556,RGB
DTD,316,372,0.849,316,RGB
DTD,308,305,1.01,305,RGB
DTD,310,331,0.937,310,RGB
DTD,599,450,1.331,450,RGB
DTD,300,300,1.0,300,RGB
DTD,458,361,1.269,361,RGB
DTD,500,371,1.348,371,RGB
DTD,480,640,0.75,480,RGB
DTD,640,628,1.019,628,RGB
DTD,480,320,1.5,320,RGB
DTD,336,300,1.12,300,RGB
DTD,452,640,0.706,452,RGB
DTD,485,364,1.332,364,RGB
DTD,375,300,1.25,300,RGB
DTD,639,426,1.5,426,RGB
DTD,500,333,1.502,333,RGB
DTD,595,640,0.93,595,RGB
DTD,640,385,1.662,385,RGB
DTD,349,306,1.141,306,RGB
DTD,400,400,1.0,400,RGB
DTD,400,300,1.333,300,RGB
DTD,556,547,1.016,547,RGB
DTD,550,548,1.004,548,RGB
DTD,371,310,1.197,310,RGB
DTD,383,438,0.874,383,RGB
DTD,545,408,1.336,408,RGB
DTD,541,447,1.21,447,RGB
DTD,382,360,1.061,360,RGB
DTD,640,480,1.333,480,RGB
DTD,500,332,1.506,332,RGB
DTD,366,392,0.934,366,RGB
DTD,640,598,1.07,598,RGB
DTD,494,488,1.012,488,RGB
DTD,308,332,0.928,308,RGB
DTD,620,564,1.099,564,RGB
DTD,620,582,1.065,582,RGB
DTD,640,480,1.333,480,RGB
DTD,639,426,1.5,426,RGB
DTD,640,391,1.637,391,RGB
DTD,640,546,1.172,546,RGB
DTD,640,474,1.35,474,RGB
DTD,426,569,0.749,426,RGB
DTD,640,501,1.277,501,RGB
DTD,415,501,0.828,415,RGB
DTD,640,527,1.214,527,RGB
DTD,400,500,0.8,400,RGB
DTD,393,368,1.068,368,RGB
DTD,454,426,1.066,426,RGB
DTD,639,426,1.5,426,RGB
DTD,533,640,0.833,533,RGB
DTD,600,449,1.336,449,RGB
DTD,582,500,1.164,500,RGB
DTD,464,414,1.121,414,RGB
DTD,480,640,0.75,480,RGB
DTD,490,490,1.0,490,RGB
DTD,640,480,1.333,480,RGB
DTD,640,640,1.0,640,RGB
DTD,640,553,1.157,553,RGB
DTD,640,545,1.174,545,RGB
DTD,384,300,1.28,300,RGB
DTD,585,553,1.058,553,RGB
DTD,465,469,0.991,465,RGB
DTD,430,416,1.034,416,RGB
DTD,602,582,1.034,582,RGB
DTD,640,597,1.072,597,RGB
DTD,439,639,0.687,439,RGB
DTD,478,330,1.448,330,RGB
DTD,368,489,0.753,368,RGB
DTD,336,349,0.963,336,RGB
DTD,640,400,1.6,400,RGB
DTD,315,332,0.949,315,RGB
DTD,310,356,0.871,310,RGB
DTD,640,480,1.333,480,RGB
DTD,600,398,1.508,398,RGB
DTD,640,425,1.506,425,RGB
DTD,532,488,1.09,488,RGB
DTD,427,542,0.788,427,RGB
DTD,554,563,0.984,554,RGB
DTD,329,327,1.006,327,RGB
DTD,396,384,1.031,384,RGB
DTD,432,432,1.0,432,RGB
DTD,499,574,0.869,499,RGB
DTD,300,400,0.75,300,RGB
DTD,485,450,1.078,450,RGB
DTD,338,332,1.018,332,RGB
DTD,447,640,0.698,447,RGB
DTD,640,373,1.716,373,RGB
DTD,630,472,1.335,472,RGB
DTD,400,400,1.0,400,RGB
DTD,449,640,0.702,449,RGB
DTD,601,480,1.252,480,RGB
DTD,512,512,1.0,512,RGB
DTD,320,480,0.667,320,RGB
DTD,625,640,0.977,625,RGB
DTD,418,422,0.991,418,RGB
DTD,560,533,1.051,533,RGB
DTD,400,300,1.333,300,RGB
DTD,480,640,0.75,480,RGB
DTD,512,512,1.0,512,RGB
DTD,665,600,1.108,600,RGB
DTD,480,640,0.75,480,RGB
DTD,640,480,1.333,480,RGB
DTD,628,640,0.981,628,RGB
DTD,640,616,1.039,616,RGB
DTD,639,438,1.459,438,RGB
DTD,620,528,1.174,528,RGB
DTD,330,363,0.909,330,RGB
DTD,640,425,1.506,425,RGB
DTD,640,582,1.1,582,RGB
DTD,470,325,1.446,325,RGB
DTD,600,595,1.008,595,RGB
DTD,381,328,1.162,328,RGB
DTD,640,531,1.205,531,RGB
DTD,440,354,1.243,354,RGB
DTD,640,516,1.24,516,RGB
DTD,600,450,1.333,450,RGB
DTD,600,450,1.333,450,RGB
DTD,336,339,0.991,336,RGB
DTD,520,394,1.32,394,RGB
DTD,640,353,1.813,353,RGB
DTD,359,324,1.108,324,RGB
DTD,302,300,1.007,300,RGB
DTD,328,312,1.051,312,RGB
DTD,387,454,0.852,387,RGB
DTD,321,405,0.793,321,RGB
DTD,398,374,1.064,374,RGB
DTD,558,387,1.442,387,RGB
DTD,523,461,1.134,461,RGB
DTD,628,630,0.997,628,RGB
DTD,640,640,1.0,640,RGB
DTD,500,500,1.0,500,RGB
DTD,640,427,1.499,427,RGB
DTD,312,307,1.016,307,RGB
DTD,441,401,1.1,401,RGB
DTD,581,670,0.867,581,RGB
DTD,300,300,1.0,300,RGB
DTD,500,400,1.25,400,RGB
DTD,512,512,1.0,512,RGB
DTD,481,363,1.325,363,RGB
DTD,639,478,1.337,478,RGB
DTD,412,328,1.256,328,RGB
DTD,640,621,1.031,621,RGB
DTD,640,640,1.0,640,RGB
DTD,325,308,1.055,308,RGB
DTD,596,640,0.931,596,RGB
DTD,500,300,1.667,300,RGB
DTD,450,433,1.039,433,RGB
DTD,480,480,1.0,480,RGB
DTD,552,640,0.863,552,RGB
DTD,333,300,1.11,300,RGB
DTD,300,300,1.0,300,RGB
DTD,500,365,1.37,365,RGB
DTD,610,640,0.953,610,RGB
DTD,360,480,0.75,360,RGB
DTD,640,494,1.296,494,RGB
DTD,640,513,1.248,513,RGB
DTD,533,400,1.333,400,RGB
DTD,640,640,1.0,640,RGB
DTD,320,383,0.836,320,RGB
DTD,630,350,1.8,350,RGB
DTD,433,480,0.902,433,RGB
DTD,640,480,1.333,480,RGB
DTD,450,600,0.75,450,RGB
DTD,587,305,1.925,305,RGB
DTD,639,404,1.582,404,RGB
DTD,640,579,1.105,579,RGB
DTD,393,390,1.008,390,RGB
DTD,322,525,0.613,322,RGB
DTD,464,639,0.726,464,RGB
DTD,385,432,0.891,385,RGB
DTD,480,489,0.982,480,RGB
DTD,640,427,1.499,427,RGB
DTD,438,501,0.874,438,RGB
DTD,300,300,1.0,300,RGB
DTD,640,425,1.506,425,RGB
DTD,357,338,1.056,338,RGB
DTD,400,300,1.333,300,RGB
DTD,566,418,1.354,418,RGB
DTD,490,423,1.158,423,RGB
DTD,527,427,1.234,427,RGB
DTD,307,441,0.696,307,RGB
DTD,320,441,0.726,320,RGB
DTD,342,364,0.94,342,RGB
DTD,640,400,1.6,400,RGB
DTD,460,313,1.47,313,RGB
DTD,623,432,1.442,432,RGB
DTD,480,333,1.441,333,RGB
DTD,639,412,1.551,412,RGB
DTD,412,367,1.123,367,RGB
DTD,310,321,0.966,310,RGB
DTD,543,469,1.158,469,RGB
DTD,442,500,0.884,442,RGB
DTD,381,348,1.095,348,RGB
DTD,344,366,0.94,344,RGB
DTD,640,517,1.238,517,RGB
DTD,399,427,0.934,399,RGB
DTD,341,349,0.977,341,RGB
DTD,420,336,1.25,336,RGB
DTD,387,310,1.248,310,RGB
DTD,493,365,1.351,365,RGB
DTD,456,398,1.146,398,RGB
DTD,545,524,1.04,524,RGB
DTD,360,360,1.0,360,RGB
DTD,300,339,0.885,300,RGB
DTD,639,426,1.5,426,RGB
DTD,640,480,1.333,480,RGB
DTD,300,300,1.0,300,RGB
DTD,407,307,1.326,307,RGB
DTD,545,557,0.978,545,RGB
DTD,505,473,1.068,473,RGB
DTD,356,300,1.187,300,RGB
DTD,550,446,1.233,446,RGB
DTD,352,312,1.128,312,RGB
DTD,512,512,1.0,512,RGB
DTD,358,305,1.174,305,RGB
DTD,620,413,1.501,413,RGB
DTD,396,345,1.148,345,RGB
DTD,491,432,1.137,432,RGB
DTD,449,301,1.492,301,RGB
DTD,405,364,1.113,364,RGB
DTD,485,637,0.761,485,RGB
DTD,600,450,1.333,450,RGB
DTD,600,400,1.5,400,RGB
DTD,500,383,1.305,383,RGB
DTD,639,462,1.383,462,RGB
DTD,620,460,1.348,460,RGB
DTD,548,463,1.184,463,RGB
DTD,357,420,0.85,357,RGB
DTD,301,335,0.899,301,RGB
DTD,640,498,1.285,498,RGB
DTD,369,640,0.577,369,RGB
DTD,355,473,0.751,355,RGB
DTD,496,496,1.0,496,RGB
DTD,320,360,0.889,320,RGB
DTD,634,640,0.991,634,RGB
DTD,344,300,1.147,300,RGB
DTD,338,362,0.934,338,RGB
DTD,477,639,0.746,477,RGB
DTD,539,640,0.842,539,RGB
DTD,485,440,1.102,440,RGB
DTD,639,346,1.847,346,RGB
DTD,543,600,0.905,543,RGB
DTD,640,408,1.569,408,RGB
DTD,400,300,1.333,300,RGB
DTD,640,480,1.333,480,RGB
DTD,500,363,1.377,363,RGB
DTD,635,473,1.342,473,RGB
DTD,394,400,0.985,394,RGB
DTD,640,573,1.117,573,RGB
DTD,300,300,1.0,300,RGB
DTD,640,535,1.196,535,RGB
DTD,500,499,1.002,499,RGB
DTD,548,640,0.856,548,RGB
DTD,305,328,0.93,305,RGB
DTD,480,480,1.0,480,RGB
DTD,403,404,0.998,403,RGB
DTD,639,426,1.5,426,RGB
DTD,640,637,1.005,637,RGB
DTD,462,468,0.987,462,RGB
DTD,320,320,1.0,320,RGB
DTD,640,480,1.333,480,RGB
DTD,578,419,1.379,419,RGB
DTD,495,471,1.051,471,RGB
DTD,314,420,0.748,314,RGB
DTD,350,350,1.0,350,RGB
DTD,405,406,0.998,405,RGB
DTD,400,300,1.333,300,RGB
DTD,562,531,1.058,531,RGB
DTD,450,466,0.966,450,RGB
DTD,639,478,1.337,478,RGB
DTD,640,559,1.145,559,RGB
DTD,600,600,1.0,600,RGB
DTD,640,640,1.0,640,RGB
DTD,640,428,1.495,428,RGB
DTD,640,340,1.882,340,RGB
DTD,639,426,1.5,426,RGB
DTD,375,500,0.75,375,RGB
DTD,345,338,1.021,338,RGB
DTD,500,453,1.104,453,RGB
DTD,499,479,1.042,479,RGB
DTD,310,470,0.66,310,RGB
DTD,480,320,1.5,320,RGB
DTD,500,427,1.171,427,RGB
DTD,640,480,1.333,480,RGB
DTD,640,519,1.233,519,RGB
DTD,480,360,1.333,360,RGB
DTD,588,441,1.333,441,RGB
DTD,640,429,1.492,429,RGB
DTD,640,464,1.379,464,RGB
DTD,600,450,1.333,450,RGB
DTD,387,316,1.225,316,RGB
DTD,591,559,1.057,559,RGB
DTD,629,640,0.983,629,RGB
DTD,418,454,0.921,418,RGB
DTD,523,512,1.021,512,RGB
DTD,430,471,0.913,430,RGB
DTD,640,640,1.0,640,RGB
DTD,495,346,1.431,346,RGB
DTD,394,608,0.648,394,RGB
DTD,403,550,0.733,403,RGB
DTD,420,427,0.984,420,RGB
DTD,399,316,1.263,316,RGB
DTD,500,333,1.502,333,RGB
DTD,355,355,1.0,355,RGB
DTD,331,325,1.018,325,RGB
DTD,334,416,0.803,334,RGB
DTD,478,420,1.138,420,RGB
DTD,370,420,0.881,370,RGB
DTD,334,329,1.015,329,RGB
DTD,401,363,1.105,363,RGB
DTD,600,414,1.449,414,RGB
DTD,487,454,1.073,454,RGB
DTD,450,450,1.0,450,RGB
DTD,600,450,1.333,450,RGB
DTD,511,639,0.8,511,RGB
DTD,600,400,1.5,400,RGB
DTD,640,480,1.333,480,RGB
DTD,304,311,0.977,304,RGB
DTD,639,460,1.389,460,RGB
DTD,325,347,0.937,325,RGB
DTD,435,506,0.86,435,RGB
DTD,570,570,1.0,570,RGB
DTD,320,323,0.991,320,RGB
DTD,581,511,1.137,511,RGB
DTD,640,400,1.6,400,RGB
DTD,640,407,1.572,407,RGB
DTD,640,516,1.24,516,RGB
DTD,433,640,0.677,433,RGB
DTD,640,540,1.185,540,RGB
DTD,596,591,1.008,591,RGB
DTD,310,300,1.033,300,RGB
DTD,640,621,1.031,621,RGB
DTD,468,310,1.51,310,RGB
DTD,417,422,0.988,417,RGB
DTD,640,480,1.333,480,RGB
DTD,440,414,1.063,414,RGB
DTD,635,537,1.182,537,RGB
DTD,439,421,1.043,421,RGB
DTD,640,423,1.513,423,RGB
DTD,600,401,1.496,401,RGB
DTD,640,640,1.0,640,RGB
DTD,470,588,0.799,470,RGB
DTD,425,639,0.665,425,RGB
DTD,512,529,0.968,512,RGB
DTD,459,367,1.251,367,RGB
DTD,440,440,1.0,440,RGB
DTD,470,485,0.969,470,RGB
DTD,640,537,1.192,537,RGB
DTD,640,480,1.333,480,RGB
DTD,400,343,1.166,343,RGB
DTD,396,385,1.029,385,RGB
DTD,640,445,1.438,445,RGB
DTD,613,639,0.959,613,RGB
DTD,376,416,0.904,376,RGB
DTD,475,317,1.498,317,RGB
DTD,410,423,0.969,410,RGB
DTD,368,534,0.689,368,RGB
DTD,335,364,0.92,335,RGB
DTD,639,426,1.5,426,RGB
DTD,367,306,1.199,306,RGB
DTD,639,426,1.5,426,RGB
DTD,497,639,0.778,497,RGB
DTD,465,447,1.04,447,RGB
DTD,441,352,1.253,352,RGB
DTD,500,375,1.333,375,RGB
DTD,400,500,0.8,400,RGB
DTD,640,519,1.233,519,RGB
DTD,640,535,1.196,535,RGB
DTD,600,450,1.333,450,RGB
DTD,494,429,1.152,429,RGB
DTD,310,312,0.994,310,RGB
DTD,360,360,1.0,360,RGB
DTD,504,461,1.093,461,RGB
DTD,547,502,1.09,502,RGB
DTD,640,640,1.0,640,RGB
DTD,413,388,1.064,388,RGB
DTD,441,474,0.93,441,RGB
DTD,388,392,0.99,388,RGB
DTD,371,391,0.949,371,RGB
DTD,320,480,0.667,320,RGB
DTD,600,450,1.333,450,RGB
DTD,500,375,1.333,375,RGB
DTD,640,635,1.008,635,RGB
DTD,640,483,1.325,483,RGB
DTD,640,480,1.333,480,RGB
DTD,640,480,1.333,480,RGB
DTD,500,500,1.0,500,RGB
DTD,639,426,1.5,426,RGB
DTD,640,459,1.394,459,RGB
DTD,429,640,0.67,429,RGB
DTD,349,363,0.961,349,RGB
DTD,592,626,0.946,592,RGB
DTD,640,621,1.031,621,RGB
DTD,472,639,0.739,472,RGB
DTD,561,611,0.918,561,RGB
DTD,518,449,1.154,449,RGB
DTD,383,360,1.064,360,RGB
DTD,373,387,0.964,373,RGB
DTD,400,359,1.114,359,RGB
DTD,370,391,0.946,370,RGB
DTD,640,502,1.275,502,RGB
DTD,639,527,1.213,527,RGB
DTD,366,488,0.75,366,RGB
DTD,369,320,1.153,320,RGB
DTD,500,333,1.502,333,RGB
DTD,404,375,1.077,375,RGB
DTD,600,530,1.132,530,RGB
DTD,450,450,1.0,450,RGB
DTD,620,608,1.02,608,RGB
DTD,480,640,0.75,480,RGB
DTD,395,395,1.0,395,RGB
DTD,640,606,1.056,606,RGB
DTD,420,469,0.896,420,RGB
DTD,500,375,1.333,375,RGB
DTD,345,390,0.885,345,RGB
DTD,481,373,1.29,373,RGB
DTD,320,338,0.947,320,RGB
DTD,639,426,1.5,426,RGB
DTD,420,416,1.01,416,RGB
DTD,449,452,0.993,449,RGB
DTD,600,360,1.667,360,RGB
DTD,640,596,1.074,596,RGB
DTD,639,426,1.5,426,RGB
DTD,400,476,0.84,400,RGB
DTD,364,363,1.003,363,RGB
DTD,445,435,1.023,435,RGB
DTD,516,499,1.034,499,RGB
DTD,500,358,1.397,358,RGB
DTD,481,394,1.221,394,RGB
DTD,563,450,1.251,450,RGB
DTD,638,574,1.111,574,RGB
DTD,640,480,1.333,480,RGB
DTD,394,363,1.085,363,RGB
DTD,569,640,0.889,569,RGB
DTD,375,403,0.931,375,RGB
DTD,344,349,0.986,344,RGB
DTD,517,515,1.004,515,RGB
DTD,640,480,1.333,480,RGB
DTD,639,425,1.504,425,RGB
DTD,409,366,1.117,366,RGB
DTD,450,338,1.331,338,RGB
DTD,401,418,0.959,401,RGB
DTD,359,392,0.916,359,RGB
DTD,341,348,0.98,341,RGB
DTD,511,546,0.936,511,RGB
DTD,639,424,1.507,424,RGB
DTD,640,569,1.125,569,RGB
DTD,565,568,0.995,565,RGB
DTD,640,635,1.008,635,RGB
DTD,640,480,1.333,480,RGB
DTD,318,308,1.032,308,RGB
DTD,432,432,1.0,432,RGB
DTD,440,440,1.0,440,RGB
DTD,467,501,0.932,467,RGB
DTD,400,300,1.333,300,RGB
DTD,340,337,1.009,337,RGB
DTD,303,311,0.974,303,RGB
DTD,639,425,1.504,425,RGB
DTD,480,640,0.75,480,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1024,746,1.373,746,RGB
FGVC-Aircraft,1024,709,1.444,709,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1002,680,1.474,680,RGB
FGVC-Aircraft,1024,709,1.444,709,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,688,1.488,688,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1050,738,1.423,738,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1050,745,1.409,745,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1250,884,1.414,884,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,800,481,1.663,481,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1050,742,1.415,742,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1200,794,1.511,794,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,814,1.474,814,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,731,1.436,731,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
